,country,year,sex,age,generation,incomelevel,depression,alcohol
1709,6,1991,0,0,2,2,2.581908,2.140919
14829,62,1992,0,5,1,0,2.267182,1.86491
16413,68,2007,1,1,2,0,2.920204,0.854161
16304,67,2012,0,1,4,2,2.591891,2.029474
12152,49,2002,1,4,5,0,3.396016,1.056613
19884,84,1992,1,3,4,0,4.651949,2.107931
3401,14,1995,1,0,2,2,2.793179,1.859693
4382,17,2003,0,4,5,2,2.420838,1.6076
17063,71,2005,0,3,4,2,3.767504,1.568058
2490,10,1996,0,5,1,0,3.651726,1.456045
7958,31,2010,0,4,5,0,3.927668,2.07312
3710,15,1997,0,0,2,0,4.128427,1.51893
2791,11,1997,1,4,5,1,2.788032,1.694776
4261,17,1993,0,4,5,2,2.304626,1.461915
13133,54,1994,0,3,4,0,4.204405,0.800726
19199,80,2008,1,3,3,2,2.846388,2.824629
15460,64,2000,1,0,2,0,2.776026,1.981698
9195,36,2012,0,4,0,0,2.756551,2.175251
20454,86,1993,0,0,2,1,2.960464,2.392071
17239,72,1994,0,2,0,0,3.631979,0.818897
16918,70,2013,0,2,2,0,2.906482,2.224285
7295,29,1999,0,1,2,0,4.424647,1.39872
10222,40,1994,1,2,0,0,3.555711,0.447662
7532,30,1996,0,0,2,2,2.750939,1.919059
11660,47,1995,0,3,4,0,4.020713,1.435496
9731,38,2004,1,5,5,0,4.36515,1.904537
13085,54,1990,0,3,2,0,4.074103,0.764667
8719,34,1999,1,0,2,2,3.466129,3.104749
9703,38,2002,1,1,2,0,4.34665,1.885675
13462,55,1995,0,5,1,0,4.182653,1.691259
5556,22,1995,0,4,5,0,2.929564,1.884835
2770,11,1996,1,0,2,1,2.775032,1.68071
10606,41,2010,0,0,4,2,2.556094,1.45003
20055,84,2007,1,1,2,0,4.786623,2.045624
14055,57,2014,0,3,3,0,3.646711,1.427152
15936,66,1999,1,1,2,2,2.355299,1.901132
15191,63,1998,0,3,4,0,4.664418,1.23878
1580,5,2006,1,3,4,0,3.344704,1.939117
7300,29,2000,1,4,5,0,4.41477,1.403921
15520,64,2005,1,0,4,0,2.763139,1.828176
17198,72,1991,0,5,1,0,3.789711,0.820276
2194,8,2002,0,1,2,0,2.716531,1.577273
20336,85,2008,1,1,2,0,3.505361,1.092824
12804,51,2003,0,4,5,2,2.782114,1.694878
17299,72,1999,0,2,0,0,3.489747,0.83252
5581,22,1997,0,0,2,0,2.895237,1.886068
5843,23,1998,0,4,5,0,3.652859,1.653641
14716,61,2003,1,5,5,1,2.716396,0.903034
238,1,1990,1,4,1,0,2.583357,2.083017
12378,50,1994,1,3,4,2,3.656721,1.30072
10613,41,2010,1,4,5,2,2.556094,1.45003
8042,32,1991,0,4,5,0,4.030599,1.047666
19876,84,1992,1,1,0,0,4.651949,2.107931
13747,56,2015,1,2,2,1,2.853856,2.061747
4767,18,2009,0,3,3,2,2.877157,1.444609
5451,21,2013,1,0,4,0,3.286091,1.113681
6733,26,2009,0,0,4,0,4.051133,5.015085
10648,42,1991,0,3,4,0,3.064306,0.554292
12287,49,2013,1,1,4,0,3.333244,1.107984
13621,55,2008,0,5,5,0,4.039094,1.625692
15877,66,1994,1,0,2,2,2.37283,2.041502
16645,69,2002,1,4,5,0,3.742717,0.483248
83,0,1998,0,5,1,2,2.17953,1.668865
16000,66,2004,0,2,0,2,2.346814,1.805089
584,2,1997,1,3,4,2,3.636296,2.267957
11777,47,2006,0,5,5,0,3.705709,1.396086
8698,34,1997,0,2,0,2,3.392958,3.2141
14800,62,1990,1,2,5,0,2.236951,1.835781
7323,29,2002,1,1,2,0,4.352313,1.415662
14999,62,2008,0,2,0,0,2.279985,1.998884
13227,54,2002,0,0,4,0,4.069092,0.781248
14256,59,2008,0,1,2,2,2.661105,1.378073
20294,85,2004,0,5,5,0,3.463541,1.01834
2638,10,2009,0,5,5,0,4.091096,1.446052
1310,4,2008,0,1,2,0,4.882334,1.478267
12021,49,1991,1,2,0,0,3.458078,1.039734
20234,85,1998,0,1,2,0,3.366075,1.006921
16748,69,2011,1,2,2,0,3.41716,0.472637
1350,4,2011,0,3,3,0,4.813622,1.501284
2661,10,2011,0,1,4,0,4.104088,1.445937
6260,24,2007,0,4,5,2,2.959376,1.817016
19762,83,2008,0,2,0,0,4.108739,1.852339
4400,17,2005,1,4,5,2,2.429338,1.602384
5469,21,2014,1,0,4,0,3.293437,1.11375
18499,77,2006,1,2,0,2,3.125727,0.881982
15646,64,2015,1,3,3,0,2.724765,1.699258
19260,80,2014,1,2,2,2,2.819414,2.741358
19357,81,2004,1,0,4,1,4.430855,5.00611
8203,32,2004,0,3,4,0,4.364038,1.078711
12276,49,2012,0,4,0,0,3.327814,1.1067
10505,41,1991,1,3,4,2,2.568978,1.368381
17534,73,2006,0,1,2,1,3.513484,1.065066
17890,75,1999,0,5,1,0,4.57244,1.732275
11553,46,2011,1,3,3,0,3.498914,4.496109
7258,29,1996,0,5,1,0,4.472545,1.377426
15928,66,1998,0,2,0,2,2.361048,1.942409
14255,59,2008,0,4,5,2,2.661105,1.378073
11261,45,1997,0,3,4,0,3.530244,0.669457
9137,36,2005,0,3,4,0,2.855418,2.267669
448,1,2012,0,4,0,0,2.536427,2.120836
9258,37,1991,1,1,0,0,3.592401,1.169433
1468,5,1996,0,1,2,0,3.612334,1.768456
8167,32,2001,0,3,4,0,4.269788,1.077283
1121,4,1991,0,0,2,0,4.671933,1.392997
5215,20,2006,0,1,2,2,3.474393,1.671258
6006,23,2012,0,5,5,0,3.275031,1.789299
17498,73,1996,0,1,2,1,3.844468,1.093025
11568,46,2013,0,4,0,0,3.493617,4.486722
20161,85,1990,1,2,5,0,3.298194,1.026206
1952,7,2002,1,4,5,0,4.279972,0.736535
13116,54,1993,0,4,5,0,4.185603,0.794211
20483,86,1996,1,2,0,1,2.956909,2.408979
4150,16,2010,1,0,4,0,4.019166,2.455431
19782,83,2010,1,1,2,0,4.126807,1.908482
14804,62,1990,1,0,2,0,2.236951,1.835781
12477,50,2003,1,2,0,2,3.654115,1.213637
18218,76,2005,0,3,4,0,3.904418,1.430229
5590,22,1998,0,2,0,0,2.872348,1.884987
16557,69,1994,1,4,5,0,4.008024,0.483176
7876,31,2003,0,4,5,0,3.882226,2.038043
3918,16,1991,1,5,1,0,4.401109,2.221128
18865,78,2010,1,5,5,0,3.347788,1.733777
17052,71,2004,0,3,4,2,3.760944,1.574012
12710,51,1995,1,3,4,2,2.710117,1.6676
10511,41,2000,0,2,0,2,2.551216,1.363294
19282,80,2015,0,3,3,2,2.818218,2.667951
1297,4,2007,0,2,0,0,4.906827,1.464827
13394,54,2016,0,1,4,0,4.028952,0.76508
8644,34,1993,1,1,0,2,3.279665,3.33331
5298,20,2014,0,5,5,2,3.326268,1.728006
8009,31,2014,0,0,4,0,3.940119,1.974528
18551,77,2010,0,5,5,2,3.10254,0.866558
13750,56,2015,0,1,4,1,2.853856,2.061747
7806,31,1997,1,2,0,0,3.857159,2.159982
8049,32,1992,1,4,5,0,3.999921,1.050586
8453,33,2003,1,3,4,2,2.808577,1.652067
1963,7,2003,1,3,4,0,4.251721,0.73564
12114,49,1998,1,5,1,0,3.405387,1.050686
6458,25,1999,1,5,1,1,3.124116,3.165348
2694,10,2014,0,5,5,0,4.110472,1.452881
17549,74,1990,0,5,1,2,3.650848,1.665205
18002,75,2008,0,3,3,0,4.556682,1.8017
18264,76,2010,1,4,5,0,3.784536,1.385584
3755,15,2001,0,2,0,0,4.116602,1.555572
11972,48,2008,0,1,2,2,3.269942,0.774779
10161,39,2015,1,2,2,0,3.92133,0.503205
6650,26,2000,0,5,1,0,4.483954,5.060739
10669,42,1993,1,3,4,0,3.064858,0.557967
16568,69,1995,1,2,0,0,4.000114,0.483978
14051,57,2014,0,1,4,0,3.646711,1.427152
5950,23,2007,1,3,3,0,3.31291,1.78679
9571,38,1991,1,1,0,0,4.179122,1.7197
14078,58,2009,1,3,3,0,3.466375,0.67468
2358,9,1992,0,5,1,2,4.044808,4.977548
1860,6,2004,1,1,2,2,2.551683,2.1614
2086,7,2014,1,0,4,0,3.906875,0.734987
2317,8,2012,0,4,0,0,2.746834,1.5954
19376,81,2006,0,5,5,1,4.373125,4.938663
9850,38,2014,1,4,0,0,4.301374,2.127247
6833,27,2003,0,4,5,2,3.161375,1.045707
4708,18,2004,0,3,4,2,2.847832,1.428057
5654,22,2004,0,5,5,0,2.769308,2.012186
17637,74,2000,0,4,5,2,3.856546,1.728013
18216,76,2005,0,0,4,0,3.904418,1.430229
7397,29,2008,0,3,3,0,4.305071,1.483707
2799,11,1998,0,1,2,1,2.803003,1.707136
7088,28,2007,0,0,4,0,5.034262,2.855894
1486,5,1998,0,5,1,0,3.544212,1.843518
5608,22,2000,1,1,2,0,2.829517,1.891537
13580,55,2005,1,4,5,0,4.126753,1.460839
4381,17,2003,0,2,0,2,2.420838,1.6076
18309,76,2014,1,2,2,0,3.731711,1.3792
7320,29,2001,0,3,4,0,4.393213,1.408721
11894,48,2000,1,0,2,2,3.41267,0.737572
10127,39,2012,1,0,4,0,4.028824,0.512261
663,2,2004,0,0,4,2,3.657002,2.254094
9228,36,2015,0,2,2,0,2.754503,2.135476
9231,36,2015,1,3,3,0,2.754503,2.135476
13510,55,1999,0,2,0,0,4.131751,1.476471
20345,85,2009,1,4,5,0,3.514906,1.122794
15136,63,1994,1,1,0,0,4.690671,1.180769
9206,36,2013,0,2,2,0,2.752576,2.16241
12497,50,2004,0,5,5,2,3.639739,1.212784
3137,13,1999,1,5,1,2,4.034842,2.670994
607,2,1999,0,1,2,2,3.652057,2.266152
2132,8,1992,1,5,1,0,2.720224,1.539493
16858,70,2007,0,1,2,0,3.067843,2.213872
6412,25,1995,0,1,2,1,3.165224,3.213592
12613,50,2014,0,2,2,2,3.505226,1.296276
3083,13,1994,0,0,2,2,3.544956,2.463527
12997,53,2002,1,5,5,2,2.585275,1.72725
4775,18,2010,0,1,2,2,2.882125,1.447222
4950,19,2006,0,3,4,0,2.857598,2.033551
16520,69,1990,1,1,0,0,3.926732,0.478385
8992,35,1996,1,5,1,2,3.912146,1.91793
14323,59,2014,1,2,2,2,2.660793,1.409774
1519,5,2001,0,5,5,0,3.448805,1.909184
11627,47,1992,0,3,4,0,4.044123,1.435736
17233,72,1994,1,4,5,0,3.631979,0.818897
8287,32,2011,1,3,3,0,4.308968,1.136072
1034,3,2011,1,5,5,2,2.718093,1.990836
4328,17,1999,1,0,2,2,2.384067,1.604951
14185,59,2002,0,0,4,2,2.67298,1.328902
17737,74,2010,0,2,2,2,4.027658,1.771608
18956,79,2014,0,2,2,2,3.7342,0.776235
15925,66,1998,1,0,2,2,2.361048,1.942409
5740,22,2011,0,3,3,0,2.706139,2.134149
6779,26,2013,0,3,3,0,3.926684,4.958878
15275,63,2009,1,1,2,0,4.786921,1.296957
14653,61,1997,0,4,5,1,2.829757,0.999185
18815,78,2005,1,3,4,0,3.332246,1.650006
17039,71,2003,1,3,4,2,3.744977,1.584707
11021,43,2010,0,2,2,2,3.532259,3.602408
608,2,1999,1,3,4,2,3.652057,2.266152
17436,72,2011,1,5,5,0,3.46059,0.903373
8387,33,1994,0,1,0,2,2.756764,1.638425
15236,63,2002,0,0,4,0,4.71645,1.284094
10475,40,2015,1,0,4,0,3.458618,0.465702
7306,29,2000,0,1,2,0,4.41477,1.403921
15601,64,2012,1,5,5,0,2.724971,1.728964
14921,62,2002,1,4,5,0,2.308672,1.934535
1837,6,2002,0,4,5,2,2.548137,2.151784
551,2,1995,1,4,5,2,3.615924,2.266897
6852,27,2005,1,1,2,2,3.163073,1.047078
13443,55,1993,0,3,4,0,4.176687,1.68813
19901,84,1994,0,2,0,0,4.649294,2.058632
20101,84,2011,1,2,2,0,4.762322,1.999569
7893,31,2005,1,4,5,0,3.931693,1.968473
7313,29,2001,0,5,5,0,4.393213,1.408721
13070,53,2009,1,3,3,2,2.587371,1.840735
13531,55,2001,1,2,0,0,4.123757,1.447156
6245,24,2006,1,2,0,2,2.9588,1.820584
11812,47,2009,0,5,5,0,3.642918,1.383839
8395,33,1994,1,5,1,2,2.756764,1.638425
7674,30,2011,0,4,0,2,2.786203,2.040247
14542,60,2008,0,4,5,2,2.909553,2.281606
2134,8,1993,1,0,2,0,2.715281,1.545752
17743,74,2011,1,4,0,2,4.029737,1.771161
9017,35,1998,1,1,2,2,3.976756,1.948986
19507,82,2008,0,1,2,0,2.896171,0.765193
18407,77,1997,0,0,2,2,3.064761,0.914241
11979,48,2008,1,2,0,2,3.269942,0.774779
15704,65,2006,0,4,5,0,3.626432,0.711776
18523,77,2008,1,5,5,2,3.115786,0.870122
3598,14,2013,0,5,5,2,2.540351,1.837604
6081,24,1992,0,3,4,2,2.872542,1.962545
3993,16,1997,1,2,0,0,4.336719,2.432906
13715,56,2012,0,2,2,1,2.860821,2.076338
19159,80,2005,0,4,5,2,2.878487,2.724895
6793,26,2015,1,2,2,0,3.880068,4.855356
7149,28,2012,0,1,4,0,4.939423,2.802232
10691,42,1995,1,3,4,0,3.06158,0.561059
601,2,1999,1,0,2,2,3.652057,2.266152
20587,86,2004,0,2,0,1,2.924568,2.270934
18905,79,2010,0,5,5,2,3.77003,0.770705
9751,38,2006,1,0,4,0,4.366668,1.948764
197,0,2008,0,1,2,2,2.210642,1.79855
8091,32,1995,0,1,2,0,3.975901,1.059136
17119,71,2010,0,0,4,2,3.69995,1.663579
5945,23,2007,0,2,0,0,3.31291,1.78679
6973,28,1997,0,1,2,0,5.45805,2.733953
8996,35,1996,0,4,5,2,3.912146,1.91793
16755,69,2011,0,3,3,0,3.41716,0.472637
15790,65,2013,1,5,5,0,3.484366,0.73456
5735,22,2011,0,2,2,0,2.706139,2.134149
15213,63,2000,0,0,2,0,4.663838,1.270691
9344,37,1998,0,2,0,0,3.542659,1.171648
1561,5,2005,1,2,0,0,3.361613,1.934075
14284,59,2011,1,5,5,2,2.654982,1.404515
16251,67,2007,0,3,3,2,2.631312,1.990449
11416,45,2010,1,0,4,0,3.539318,0.6845
16437,68,2009,0,1,2,0,2.901364,0.859523
3936,16,1992,0,1,0,0,4.3947,2.241898
19899,84,1994,1,0,2,0,4.649294,2.058632
19322,81,1994,1,0,2,1,4.422658,5.223568
20254,85,2000,0,4,5,0,3.408121,1.012618
20429,86,1991,0,4,5,1,2.954978,2.333212
15445,64,1999,1,2,0,0,2.785314,2.011272
3328,13,2014,0,3,3,2,3.342011,2.700511
18778,78,2002,0,4,5,0,3.355561,1.597734
10181,40,1990,1,3,2,0,3.782417,0.458408
14540,60,2008,1,2,0,2,2.909553,2.281606
15417,64,1996,0,1,2,0,2.831825,2.10399
20014,84,2003,1,3,4,0,4.78168,2.059815
13143,54,1995,0,0,2,0,4.206622,0.804867
16325,67,2014,0,2,2,2,2.581376,2.029887
6090,24,1993,1,5,1,2,2.878598,1.945942
17234,72,1994,1,1,0,0,3.631979,0.818897
2517,10,1998,1,3,4,0,3.715983,1.470558
5349,21,2004,0,5,5,0,3.327539,1.064651
13248,54,2004,0,4,5,0,4.053583,0.735926
5417,21,2010,1,2,2,0,3.27735,1.111439
12519,50,2006,0,4,5,2,3.609756,1.222068
19988,84,2001,0,5,5,0,4.774031,2.043577
15364,64,1992,1,0,2,0,2.823392,2.108158
11585,46,2015,1,4,0,0,3.493756,4.457263
12643,51,1990,1,1,0,2,2.638417,1.769652
17472,72,2014,1,5,5,0,3.49155,0.898279
5974,23,2009,1,3,3,0,3.283858,1.798877
7597,30,2004,1,2,0,2,2.782174,1.868278
19053,80,1996,0,2,0,2,2.914221,2.526548
18844,78,2008,1,0,4,0,3.340305,1.709994
9086,35,2009,0,0,4,2,4.235203,2.043699
18979,80,1990,0,2,5,2,2.9136,2.348821
18024,75,2010,0,1,2,0,4.554698,1.855075
3703,15,1997,1,5,1,0,4.128427,1.51893
17595,74,1996,0,1,2,2,3.803386,1.710913
20662,86,2013,0,3,3,1,2.882817,1.951835
13956,57,2006,0,0,4,0,3.659367,1.42803
17712,74,2006,0,5,5,2,3.962471,1.754267
7176,28,2014,1,3,3,0,4.888971,2.743361
3132,13,1998,0,2,0,2,3.902352,2.621187
12525,50,2007,1,0,4,2,3.592954,1.237363
11783,47,2007,1,2,0,0,3.683434,1.391301
16546,69,1992,0,3,4,0,3.981979,0.480994
6214,24,2003,0,4,5,2,2.941199,1.840512
12944,51,2015,1,4,0,2,2.772136,1.730384
17382,72,2006,0,4,5,0,3.362961,0.846888
12786,51,2002,1,0,4,2,2.773452,1.701001
9205,36,2013,0,4,0,0,2.752576,2.16241
3572,14,2011,1,5,5,2,2.545709,1.838541
3034,13,1990,0,5,1,2,3.534532,2.416659
11023,43,2010,0,3,3,2,3.532259,3.602408
10968,43,1999,0,1,2,2,3.565997,2.718396
19874,84,1991,0,3,4,0,4.660871,2.139292
1523,5,2001,0,1,2,0,3.448805,1.909184
14096,58,2014,0,1,4,0,3.402352,0.692664
8269,32,2010,0,5,5,0,4.32432,1.136287
12610,50,2014,0,1,4,2,3.505226,1.296276
19180,80,2007,1,5,5,2,2.857855,2.787052
14191,59,2003,1,2,0,2,2.673667,1.328495
11003,43,2008,0,4,5,2,3.542525,3.498564
16123,66,2014,1,3,3,2,2.340368,1.703686
15621,64,2013,0,3,3,0,2.724364,1.718295
10698,42,1996,1,0,2,0,3.051899,0.562704
11322,45,2002,0,5,5,0,3.553949,0.672916
13727,56,2013,0,1,4,1,2.85807,2.072441
4800,18,2012,0,0,4,2,2.889929,1.451098
12067,49,1995,1,0,2,0,3.41575,1.042097
2270,8,2008,0,5,5,0,2.73648,1.588849
19066,80,1997,1,3,4,2,2.908275,2.560901
20450,86,1993,1,4,5,1,2.960464,2.392071
5637,22,2002,1,3,4,0,2.798622,1.941127
3067,13,1993,1,1,0,2,3.537037,2.447223
16690,69,2006,1,4,5,0,3.472043,0.468699
9193,36,2012,0,5,5,0,2.756551,2.175251
12077,49,1995,1,3,4,0,3.41575,1.042097
19383,81,2007,1,1,2,1,4.316905,4.947065
9708,38,2002,0,1,2,0,4.34665,1.885675
20141,84,2014,0,2,2,0,4.782222,2.011345
6264,24,2008,1,5,5,2,2.958661,1.813414
7167,28,2014,1,2,2,0,4.888971,2.743361
6514,25,2003,1,3,4,1,3.077165,3.017311
11761,47,2005,1,0,4,0,3.727495,1.400059
20129,84,2013,0,2,2,0,4.772422,2.005814
3967,16,1995,1,4,5,0,4.367678,2.318594
4667,18,2001,0,1,2,2,2.822984,1.425542
3125,13,1998,1,5,1,2,3.902352,2.621187
19731,83,2005,0,3,4,0,4.085993,1.727773
5023,19,2013,0,2,2,0,2.782145,2.096025
12179,49,2004,0,2,0,0,3.392075,1.057526
14463,60,2001,1,3,4,2,2.843599,2.207012
8526,33,2010,0,0,4,2,2.782291,1.70743
17806,75,1992,0,5,1,0,4.67832,1.979952
18808,78,2005,1,0,4,0,3.332246,1.650006
17725,74,2009,1,0,4,2,4.019964,1.770043
1908,7,1999,1,0,2,0,4.312985,0.740016
11855,47,2013,1,2,2,0,3.618721,1.372449
17607,74,1997,0,3,4,2,3.816166,1.715564
5090,20,1995,1,2,0,2,4.069794,1.585755
8994,35,1996,1,0,2,2,3.912146,1.91793
17828,75,1994,0,5,1,0,4.661501,2.049173
18960,79,2015,1,5,5,2,3.725807,0.77714
14780,61,2010,1,2,2,1,2.724996,0.889633
2456,10,1993,0,5,1,0,3.62928,1.430756
3068,13,1993,1,2,0,2,3.537037,2.447223
5855,23,1999,1,0,2,0,3.577602,1.678815
16205,67,2003,0,1,2,2,2.684733,1.925659
16508,68,2015,1,4,0,0,2.885492,0.858818
19568,83,1992,1,4,5,0,4.248149,1.463424
20257,85,2000,0,3,4,0,3.408121,1.012618
9555,37,2016,0,4,0,0,3.360144,1.240083
20102,84,2011,1,4,0,0,4.762322,1.999569
14249,59,2008,1,0,4,2,2.661105,1.378073
3528,14,2007,1,4,5,2,2.590202,1.795127
3689,15,1995,0,3,4,0,4.120524,1.50293
7708,30,2014,1,0,4,2,2.791195,2.062926
3873,15,2011,1,1,4,0,3.913974,1.59254
2802,11,1998,0,5,1,1,2.803003,1.707136
6203,24,2002,0,5,5,2,2.929883,1.851213
15355,64,1991,0,5,1,0,2.813477,2.097476
10381,40,2007,0,4,5,0,3.409353,0.457413
19588,83,1993,0,3,4,0,4.241936,1.48611
6301,24,2011,1,1,4,2,2.960197,1.79532
13794,57,1993,1,1,0,0,3.97098,1.763233
8697,34,1997,0,0,2,2,3.392958,3.2141
8972,35,1994,0,0,2,2,3.845663,1.88624
13304,54,2009,1,4,5,0,4.039477,0.723056
17880,75,1998,0,1,2,0,4.594406,1.824678
8711,34,1998,0,2,0,2,3.4329,3.160249
8790,34,2005,1,2,0,2,3.480905,2.787891
572,2,1996,1,3,4,2,3.62656,2.268023
17076,71,2006,0,3,4,2,3.760696,1.576554
7882,31,2004,1,4,5,0,3.916444,1.991043
19953,84,1998,0,0,2,0,4.720716,2.031176
7784,31,1995,1,2,0,0,3.899397,2.151015
14462,60,2001,0,3,4,2,2.843599,2.207012
9059,35,2005,0,1,2,2,4.155303,2.03033
19510,82,2008,0,0,4,0,2.896171,0.765193
17261,72,1996,1,0,2,0,3.59628,0.821655
7263,29,1996,0,0,2,0,4.472545,1.377426
5524,22,1992,0,2,0,0,2.946446,1.869898
18291,76,2012,0,5,5,0,3.755501,1.382011
1469,5,1996,0,0,2,0,3.612334,1.768456
311,1,1998,1,5,1,0,2.564,2.086392
9502,37,2011,1,5,5,0,3.36087,1.210316
12844,51,2007,1,5,5,2,2.785756,1.703158
825,3,1991,1,3,4,2,2.631101,2.164656
10052,39,2006,1,4,5,0,4.151368,0.537625
14363,60,1991,0,4,5,2,2.785556,2.169006
13708,56,2012,1,1,4,1,2.860821,2.076338
12955,52,2016,1,4,0,1,3.53802,3.480955
12809,51,2004,1,1,2,2,2.789094,1.690463
6157,24,1999,1,0,2,2,2.910579,1.880847
1755,6,1995,1,1,2,2,2.5412,2.187244
17951,75,2004,0,2,0,0,4.553656,1.688376
4412,17,2006,1,1,2,2,2.410619,1.618504
222,0,2010,0,5,5,2,2.203342,1.838566
7653,30,2009,0,2,0,2,2.783439,2.014391
691,2,2006,0,5,5,2,3.653175,2.196387
19042,80,1995,1,3,4,2,2.917409,2.497426
8046,32,1991,1,3,4,0,4.030599,1.047666
16140,66,2016,1,1,4,2,2.350485,1.6943
11904,48,2001,0,2,0,2,3.399362,0.738391
20556,86,2002,1,1,2,1,2.934647,2.311335
12145,49,2001,0,1,2,0,3.398177,1.056513
7174,28,2014,0,5,5,0,4.888971,2.743361
4153,16,2010,0,1,2,0,4.019166,2.455431
18050,75,2012,0,3,3,0,4.541678,1.835134
1396,4,2015,0,4,0,0,4.696774,1.510434
20487,86,1996,1,0,2,1,2.956909,2.408979
10967,43,1999,0,4,5,2,3.565997,2.718396
1141,4,1993,0,2,0,0,4.754454,1.462686
1683,5,2016,1,1,4,0,3.262611,1.855808
7086,28,2007,0,4,5,0,5.034262,2.855894
2516,10,1998,0,0,2,0,3.715983,1.470558
15054,62,2013,1,5,5,0,2.2738,2.02574
7610,30,2005,1,4,5,2,2.784664,1.8791
1502,5,1999,0,0,2,0,3.505552,1.878918
12789,51,2002,0,0,4,2,2.773452,1.701001
867,3,1995,0,4,5,2,2.612533,2.16216
17820,75,1993,0,1,0,0,4.668545,2.024107
13720,56,2013,1,1,4,1,2.85807,2.072441
13581,55,2005,0,1,2,0,4.126753,1.460839
3230,13,2006,0,5,5,2,4.027395,2.691151
1689,5,2016,0,1,4,0,3.262611,1.855808
4657,18,2000,0,0,2,2,2.816173,1.424281
17652,74,2001,1,3,4,2,3.870721,1.731277
19779,83,2009,1,3,3,0,4.121572,1.889701
7426,29,2011,1,0,4,0,4.347922,1.495237
7005,28,2000,0,1,2,0,5.345004,2.855875
14940,62,2003,0,1,2,0,2.29521,1.949899
17143,71,2012,0,4,0,2,3.700294,1.649823
1145,4,1993,0,0,2,0,4.754454,1.462686
16340,67,2015,0,3,3,2,2.577638,2.027863
19422,81,2010,0,1,2,1,4.166986,4.988823
3403,14,1995,0,1,2,2,2.793179,1.859693
1612,5,2009,0,0,4,0,3.298894,1.954449
4682,18,2002,0,4,5,2,2.830938,1.42646
1484,5,1998,1,2,0,0,3.544212,1.843518
10010,39,2002,0,2,0,0,4.212075,0.546142
13906,57,2002,0,2,0,0,3.689734,1.565988
2958,11,2012,1,1,4,1,2.838261,1.758207
12307,49,2015,1,1,4,0,3.347923,1.109213
2775,11,1996,0,2,0,1,2.775032,1.68071
3925,16,1991,0,5,1,0,4.401109,2.221128
6469,25,2000,1,2,0,1,3.11252,3.148919
7361,29,2005,0,1,2,0,4.227,1.442389
17112,71,2009,0,3,3,2,3.708589,1.655148
12568,50,2010,0,5,5,2,3.549122,1.28026
12639,50,2016,0,5,5,2,3.486806,1.301878
2401,9,2013,1,0,4,2,4.059205,5.45542
16081,66,2011,1,0,4,2,2.331149,1.719628
4472,17,2011,1,1,4,2,2.219333,1.751944
6990,28,1999,1,0,2,0,5.380097,2.828231
892,3,1997,1,0,2,2,2.622335,2.136961
13118,54,1993,0,1,0,0,4.185603,0.794211
3268,13,2009,0,3,3,2,3.588454,2.706941
11779,47,2006,0,0,4,0,3.705709,1.396086
1435,5,1993,0,4,5,0,3.627022,1.729197
1748,6,1994,0,3,4,2,2.545511,2.184191
16184,67,2001,0,1,2,2,2.716068,1.883881
14446,60,2000,1,5,1,2,2.837255,2.201476
19560,83,1991,0,2,0,0,4.255942,1.438431
16405,68,2006,0,2,0,0,2.929147,0.851636
11694,47,1998,1,3,4,0,3.930376,1.44319
8597,33,2015,1,5,5,2,2.772361,1.736153
14475,60,2002,0,5,5,2,2.854846,2.215729
6493,25,2002,1,0,4,1,3.089073,3.072536
20317,85,2006,0,2,0,0,3.484572,1.032685
13110,54,1993,1,5,1,0,4.185603,0.794211
2092,7,2014,0,3,3,0,3.906875,0.734987
13534,55,2001,0,0,4,0,4.123757,1.447156
7012,28,2001,1,5,5,0,5.298701,2.869149
2059,7,2011,0,5,5,0,3.957653,0.743792
4278,17,1995,1,5,1,2,2.328083,1.500452
9062,35,2005,0,3,4,2,4.155303,2.03033
13407,55,1990,0,3,2,0,4.150928,1.661746
461,1,2013,0,5,5,0,2.53636,2.127217
19150,80,2004,1,3,4,2,2.881919,2.708463
1987,7,2005,0,5,5,0,4.181287,0.736186
5937,23,2006,0,0,4,0,3.334813,1.778207
13073,53,2009,0,3,3,2,2.587371,1.840735
13216,54,2001,0,3,4,0,4.080509,0.801701
16574,69,1995,0,1,2,0,4.000114,0.483978
6398,25,1993,0,0,2,1,3.157514,3.223386
17845,75,1995,0,0,2,0,4.65194,2.057752
19256,80,2013,0,4,0,2,2.820571,2.799165
4852,19,1997,1,0,2,0,3.083289,1.970137
503,2,1991,1,5,1,2,3.579068,2.02204
12172,49,2003,0,3,4,0,3.39451,1.05708
2366,9,2007,0,5,5,2,4.150033,5.39758
11167,44,1998,1,1,2,1,3.24592,1.023878
13624,55,2009,1,0,4,0,4.005163,1.706981
6330,24,2013,0,1,4,2,2.965013,1.772735
15836,66,1990,0,3,2,2,2.367998,2.01449
14414,60,1997,1,3,4,2,2.828255,2.195954
2794,11,1998,1,1,2,1,2.803003,1.707136
12164,49,2003,1,1,2,0,3.39451,1.05708
11747,47,2003,0,3,4,0,3.773386,1.416718
8455,33,2004,1,1,2,2,2.811515,1.656004
11850,47,2012,0,3,3,0,3.623865,1.375825
2128,8,1992,0,3,4,0,2.720224,1.539493
3150,13,2000,1,4,5,2,4.097776,2.700238
15902,66,1996,0,4,5,2,2.372098,2.023101
5803,23,1994,0,0,2,0,3.847608,1.561136
10778,42,2004,1,5,5,0,3.056779,0.561681
5894,23,2002,1,3,4,0,3.441738,1.731692
