,sex,age,generation,incomelevel,depression,alcohol
3521,1,0,4,2,2.608345,1.779412
4245,1,0,2,2,2.293496,1.443448
3245,1,5,5,2,3.73573,2.702302
11366,0,2,0,0,3.562302,0.674844
18585,1,4,0,2,3.092496,0.877508
17630,0,3,4,2,3.842142,1.724891
9030,1,4,5,2,4.007554,1.963466
15554,1,4,5,0,2.738188,1.777734
11635,0,5,1,0,4.039146,1.435457
3894,1,2,2,0,3.926503,1.599727
9062,0,3,4,2,4.155303,2.03033
186,1,0,4,2,2.217203,1.766903
6634,0,5,5,1,3.02532,2.718957
12500,1,1,2,2,3.625917,1.214218
5177,1,1,2,2,3.610515,1.65147
13270,1,0,4,0,4.046277,0.722001
18658,0,4,5,0,3.451564,1.553557
9018,1,0,2,2,3.976756,1.948986
13592,1,5,5,0,4.111809,1.488421
4340,1,4,5,2,2.394519,1.616765
17273,1,0,2,0,3.563349,0.825072
11206,0,1,0,0,3.537948,0.66614
4847,0,0,2,0,3.110432,1.995769
2167,1,3,4,0,2.70989,1.55579
6204,1,2,0,2,2.941199,1.840512
12445,0,1,2,2,3.686279,1.228102
907,0,3,4,2,2.630749,2.116879
11047,0,1,4,2,3.520886,3.583238
7995,0,2,2,0,3.934021,2.012938
1884,0,2,0,0,4.313701,0.740708
16468,1,4,0,0,2.894561,0.861206
15068,1,0,4,0,2.268372,2.030482
18506,0,1,2,2,3.125727,0.881982
19751,0,4,5,0,4.094588,1.806324
18829,1,1,2,0,3.333834,1.689327
14444,0,0,2,2,2.837255,2.201476
2641,0,3,3,0,4.091096,1.446052
6276,1,1,2,2,2.958505,1.809111
19629,1,4,5,0,4.238198,1.55169
14442,1,2,0,2,2.837255,2.201476
1372,0,1,4,0,4.759686,1.506864
15425,0,2,0,0,2.818784,2.078846
17450,1,2,2,0,3.470575,0.902213
5630,1,1,2,0,2.798622,1.941127
19002,1,4,5,2,2.917563,2.410109
10827,1,0,4,0,3.104944,0.563486
11869,0,4,0,0,3.616397,1.368371
1047,1,0,4,2,2.72184,1.990613
19058,1,2,0,2,2.908275,2.560901
6595,0,5,5,1,3.030472,2.779135
11060,0,4,0,2,3.519001,3.55546
5275,1,2,2,2,3.340647,1.721256
8331,0,2,2,0,4.231759,1.131753
2263,1,4,5,0,2.733735,1.582422
18795,1,2,0,0,3.337394,1.633606
16708,0,0,4,0,3.450938,0.4695
17705,1,0,4,2,3.962471,1.754267
17574,1,1,2,2,3.786442,1.707357
8563,0,1,4,2,2.77609,1.725146
1302,1,3,3,0,4.906827,1.464827
18892,1,0,4,2,3.789391,0.76655
7123,0,2,2,0,4.981612,2.831877
3659,0,2,0,0,4.111715,1.505524
18259,0,1,2,0,3.802627,1.390568
15408,1,5,1,0,2.831825,2.10399
6350,1,1,4,2,2.970413,1.742634
3367,0,4,5,2,2.784457,1.871572
11429,0,0,4,0,3.547218,0.683594
19050,0,4,5,2,2.914221,2.526548
12439,1,1,2,2,3.686279,1.228102
4877,0,1,2,0,3.02098,1.92017
5671,0,3,4,0,2.757636,2.035478
15189,0,0,2,0,4.664418,1.23878
18528,0,4,5,2,3.115786,0.870122
2588,0,4,5,0,3.968705,1.466283
15501,1,3,4,0,2.768037,1.883933
4284,0,1,2,2,2.328083,1.500452
2344,0,0,2,2,3.998476,4.795118
12919,1,2,2,2,2.761886,1.728491
62,1,5,1,2,2.170218,1.68162
1978,1,1,2,0,4.181287,0.736186
17777,0,3,3,2,4.014569,1.768336
4275,0,5,1,2,2.316248,1.480987
9637,0,2,0,0,4.244814,1.817444
9505,1,4,0,0,3.361724,1.213379
16943,1,3,3,0,2.879148,2.233922
1956,0,1,2,0,4.251721,0.73564
5770,0,2,2,0,2.690526,2.129813
1152,1,4,5,0,4.783948,1.488673
10825,1,1,2,0,3.104944,0.563486
10252,0,0,2,0,3.514964,0.447098
10402,1,1,2,0,3.447503,0.465679
5330,1,1,2,0,3.319546,1.063982
13480,1,1,2,0,4.163674,1.608131
785,0,1,4,2,3.654178,1.82308
16452,0,4,5,0,2.896495,0.860863
7289,1,2,0,0,4.424647,1.39872
6936,0,5,1,0,5.504764,2.489465
14491,1,1,2,2,2.879062,2.235735
12793,1,3,4,2,2.773452,1.701001
20032,1,0,4,0,4.791258,2.070251
14312,1,1,4,2,2.657663,1.408374
9584,1,4,5,0,4.194804,1.743069
3337,0,5,5,2,3.319423,2.695875
17763,0,1,4,2,4.024939,1.769609
5681,1,3,4,0,2.747446,2.054482
10281,1,2,0,0,3.466312,0.44936
523,0,1,0,2,3.588855,2.116047
13293,1,1,2,0,4.038992,0.721772
7540,1,0,2,2,2.757046,1.893981
5045,0,2,2,0,2.778406,2.092207
8374,0,0,2,2,2.752073,1.633989
13009,1,5,5,2,2.585842,1.744762
3414,0,1,2,2,2.788651,1.848767
11513,0,1,2,0,3.549109,4.432855
13683,1,3,3,0,3.969718,1.956453
5411,0,3,3,0,3.283119,1.106114
16731,0,1,2,0,3.422751,0.47119
8485,1,0,4,2,2.809223,1.667693
6667,0,2,0,0,4.358236,4.985187
14886,1,5,1,0,2.323037,1.905621
1417,0,0,2,0,3.615811,1.71456
10025,1,3,4,0,4.196425,0.544431
3882,1,2,2,0,3.919381,1.59601
2506,1,3,4,0,3.678606,1.463345
7211,1,4,5,0,4.531907,1.382412
5624,0,1,2,0,2.813639,1.909667
6514,1,3,4,1,3.077165,3.017311
12182,0,4,5,0,3.392075,1.057526
3458,0,1,2,2,2.725205,1.777034
7906,1,2,0,0,3.932749,1.976898
15193,1,4,5,0,4.663462,1.257797
19234,0,3,3,2,2.824549,2.864038
13633,0,5,5,0,4.005163,1.706981
7242,1,3,4,0,4.48833,1.375352
15274,0,5,5,0,4.786921,1.296957
11540,0,0,4,0,3.503259,4.492473
20545,1,4,5,1,2.938543,2.327326
16710,1,3,3,0,3.450938,0.4695
15439,0,2,0,0,2.801982,2.045804
5820,1,1,2,0,3.794941,1.600332
10227,0,1,0,0,3.555711,0.447662
8842,0,1,2,2,3.374171,2.734925
5951,0,3,3,0,3.31291,1.78679
2081,0,4,0,0,3.922651,0.73805
3124,1,3,4,2,3.746093,2.564113
19145,0,0,4,2,2.881919,2.708463
6376,1,2,0,1,3.143844,3.224773
8943,1,4,5,2,3.770148,1.847594
12161,1,3,4,0,3.396016,1.056613
13471,1,4,5,0,4.178982,1.666973
18251,0,3,3,0,3.826025,1.40029
4552,0,4,5,2,2.770385,1.403366
13626,1,1,2,0,4.005163,1.706981
7159,0,4,0,0,4.916404,2.776273
19625,1,1,2,0,4.238198,1.55169
120,1,5,5,2,2.208921,1.670158
512,0,0,2,2,3.579068,2.02204
14230,1,3,4,2,2.675108,1.341663
4486,1,2,2,2,2.210586,1.755161
7872,1,2,0,0,3.882226,2.038043
20195,1,2,0,0,3.307213,0.996069
17786,0,1,0,0,4.691271,1.823355
5905,1,3,4,0,3.407564,1.747133
5836,0,0,2,0,3.73017,1.626274
6155,0,4,5,2,2.906001,1.890466
3033,1,0,2,2,3.534532,2.416659
15732,1,0,4,0,3.5173,0.730138
15929,0,1,2,2,2.361048,1.942409
8384,1,2,0,2,2.756764,1.638425
9619,1,1,2,0,4.231725,1.801893
1900,1,0,2,0,4.313476,0.740434
17299,0,2,0,0,3.489747,0.83252
14502,1,0,4,2,2.887829,2.243484
1139,1,4,5,0,4.754454,1.462686
6330,0,1,4,2,2.965013,1.772735
2772,1,1,2,1,2.775032,1.68071
16848,0,1,2,0,3.112146,2.211551
375,0,1,2,0,2.574414,2.094256
14024,1,0,4,0,3.600845,1.430545
9343,0,1,2,0,3.542659,1.171648
2733,1,1,0,1,2.725553,1.57284
15880,0,2,0,2,2.37283,2.041502
16258,0,2,0,2,2.619175,2.006558
17947,1,0,4,0,4.553656,1.688376
14144,1,0,2,2,2.666104,1.326683
5446,0,4,0,0,3.280645,1.113191
4215,0,5,5,0,4.036576,2.441463
7298,0,3,4,0,4.424647,1.39872
5689,0,4,5,0,2.736033,2.078115
3937,0,2,0,0,4.3947,2.241898
11783,1,2,0,0,3.683434,1.391301
13815,0,3,4,0,3.974874,1.731578
14073,0,1,2,0,3.466375,0.67468
821,1,0,2,2,2.631101,2.164656
6262,0,3,3,2,2.959376,1.817016
14366,1,3,4,2,2.785556,2.169006
9480,1,1,2,0,3.358979,1.209134
2780,1,5,1,1,2.775032,1.68071
12176,0,5,5,0,3.392075,1.057526
12448,0,3,4,2,3.686279,1.228102
3560,0,3,3,2,2.560258,1.830034
1314,1,3,3,0,4.882334,1.478267
19178,1,4,5,2,2.857855,2.787052
9668,1,0,2,0,4.310122,1.857496
1211,1,0,2,0,4.796896,1.550707
11686,1,1,2,0,3.930376,1.44319
12026,0,4,5,0,3.458078,1.039734
10181,1,3,2,0,3.782417,0.458408
17917,0,0,4,0,4.555148,1.684808
2949,0,0,4,1,2.837923,1.755635
10781,0,4,5,0,3.056779,0.561681
2465,1,4,5,0,3.633646,1.441613
5214,0,2,0,2,3.474393,1.671258
1877,0,2,0,2,2.54879,2.226008
20663,1,2,2,1,2.884324,1.933014
5254,1,1,2,2,3.35815,1.713641
5937,0,0,4,0,3.334813,1.778207
2324,1,5,5,0,2.746834,1.5954
1163,1,0,2,0,4.804053,1.50631
3775,1,4,5,0,4.046825,1.565579
13375,1,4,0,0,4.028566,0.754582
18504,0,4,5,2,3.125727,0.881982
16814,1,1,2,0,3.217147,2.154691
13696,1,1,4,1,2.863188,2.079141
17541,1,2,5,2,3.650848,1.665205
11115,0,1,0,1,3.271229,1.029112
2087,1,1,4,0,3.906875,0.734987
3654,1,2,0,0,4.111715,1.505524
11099,1,0,2,1,3.271182,1.030464
17169,0,4,0,2,3.70879,1.621201
14864,1,0,2,0,2.298427,1.893764
15171,1,2,0,0,4.667101,1.217821
17496,1,0,2,1,3.844468,1.093025
19414,1,4,5,1,4.166986,4.988823
16955,0,1,2,2,3.708842,1.725429
13131,0,0,2,0,4.204405,0.800726
12060,0,2,0,0,3.421655,1.041001
8688,0,4,5,2,3.353594,3.259755
10164,1,0,4,0,3.92133,0.503205
13496,1,2,0,0,4.147365,1.537126
5438,1,1,4,0,3.280645,1.113191
8604,1,1,4,2,2.770682,1.741054
648,1,0,4,2,3.658181,2.259731
2397,0,3,3,2,4.082054,5.473536
13219,1,2,0,0,4.069092,0.781248
11003,0,4,5,2,3.542525,3.498564
6106,1,3,4,2,2.883428,1.931684
18225,0,2,0,0,3.879094,1.42292
8020,0,1,4,0,3.946206,1.927178
10857,0,3,3,0,3.129768,0.56616
3840,0,4,5,0,3.932311,1.58323
19275,1,4,0,2,2.818218,2.667951
8748,0,2,0,2,3.486581,2.999772
14805,0,4,1,0,2.236951,1.835781
5002,0,1,4,0,2.790946,2.0944
15756,1,4,0,0,3.49216,0.734531
17259,1,1,2,0,3.59628,0.821655
2232,0,2,0,0,2.72731,1.573832
3688,1,3,4,0,4.120524,1.50293
13647,1,3,3,0,3.9871,1.77714
232,0,3,2,0,2.583357,2.083017
14478,1,4,5,2,2.867884,2.225935
16173,0,1,2,2,2.727369,1.87381
8447,0,2,0,2,2.808577,1.652067
15459,1,1,2,0,2.776026,1.981698
16174,0,0,2,2,2.727369,1.87381
9954,0,3,4,0,4.205758,0.548053
17248,0,5,1,0,3.613517,0.819615
1253,0,0,4,0,4.854392,1.517321
11036,0,5,5,2,3.525116,3.598258
713,0,4,5,2,3.649862,1.980933
14313,0,5,5,2,2.657663,1.408374
4295,0,0,2,2,2.339456,1.524376
16871,1,3,3,0,3.024947,2.214458
1682,1,2,2,0,3.262611,1.855808
11088,1,2,0,1,3.269642,1.031945
20301,1,4,5,0,3.475189,1.020212
14461,0,4,5,2,2.843599,2.207012
10850,1,0,4,0,3.129768,0.56616
13032,0,0,4,2,2.585826,1.788776
3153,1,0,2,2,4.097776,2.700238
4919,0,3,4,0,2.918731,1.977219
7544,0,0,2,2,2.757046,1.893981
19390,1,3,3,1,4.316905,4.947065
16276,0,5,5,2,2.60152,2.025871
11873,0,2,2,0,3.616397,1.368371
6231,1,2,0,2,2.958563,1.824945
15026,1,3,3,0,2.28315,2.014249
531,1,0,2,2,3.597366,2.193307
8711,0,2,0,2,3.4329,3.160249
17750,1,3,3,2,4.029737,1.771161
14468,1,5,5,2,2.854846,2.215729
9236,1,1,4,0,2.758478,2.121472
885,0,5,1,2,2.616297,2.152968
10274,0,2,0,0,3.481261,0.448558
15720,1,1,2,0,3.551997,0.724053
13286,0,1,2,0,4.042501,0.721191
9910,1,2,0,0,4.15013,0.547462
13648,1,0,4,0,3.980139,1.83697
3639,0,5,1,0,4.097314,1.51866
9893,1,3,4,0,4.088545,0.547255
1672,0,5,5,0,3.264032,1.883372
16051,1,3,3,2,2.334845,1.748436
6176,0,4,5,2,2.913822,1.871933
17194,1,3,2,0,3.858486,0.821985
19303,0,5,1,1,4.394591,5.135332
17527,0,2,0,1,3.568743,1.092969
1700,1,3,2,2,2.60115,2.116246
14610,1,2,2,2,2.946082,2.347036
13940,1,0,4,0,3.673138,1.431351
9138,0,5,5,0,2.834078,2.257506
8951,0,2,0,2,3.770148,1.847594
4500,0,1,4,2,2.204213,1.7579
15993,1,4,5,2,2.346814,1.805089
8451,1,0,4,2,2.808577,1.652067
12433,0,2,0,2,3.68872,1.238369
684,1,4,5,2,3.653175,2.196387
5901,0,2,0,0,3.407564,1.747133
13274,0,1,2,0,4.046277,0.722001
10815,1,0,4,0,3.094048,0.562141
10266,1,3,4,0,3.498997,0.447723
9246,0,2,5,0,3.59111,1.17511
5107,0,1,2,2,4.037865,1.594654
10947,1,3,4,2,3.437113,2.439505
14557,0,3,3,2,2.917321,2.29586
2370,0,0,4,2,4.150033,5.39758
10195,1,5,1,0,3.651698,0.451861
15080,1,0,4,0,2.263833,2.035273
14833,0,0,2,0,2.267182,1.86491
14960,1,0,4,0,2.274279,1.971036
17753,0,4,0,2,4.028037,1.770513
19680,0,5,5,0,4.222042,1.621381
15412,1,0,2,0,2.831825,2.10399
11655,0,5,1,0,4.020713,1.435496
17109,0,1,2,2,3.708589,1.655148
14649,0,0,2,1,2.829757,0.999185
7932,1,1,2,0,3.929604,2.037797
19272,1,2,2,2,2.818218,2.667951
20588,0,4,5,1,2.924568,2.270934
4128,0,1,2,0,4.080212,2.508826
8050,1,2,0,0,3.999921,1.050586
17506,0,1,2,1,3.620192,1.109213
11417,0,3,3,0,3.539318,0.6845
16696,1,0,4,0,3.472043,0.468699
16876,1,0,4,0,2.989215,2.214541
18713,1,0,2,0,3.436279,1.533172
19310,0,3,4,1,4.394591,5.135332
1770,0,2,0,2,2.540409,2.182981
7478,1,2,0,2,2.773673,2.037677
2720,1,0,2,1,2.717497,1.542925
3386,0,5,1,2,2.792333,1.864116
4081,0,2,0,0,4.232783,2.607967
14515,1,1,2,2,2.894314,2.25271
8028,1,0,2,0,4.077248,1.045123
15888,1,1,2,2,2.372942,2.039545
8140,0,2,0,0,4.189615,1.074382
3299,0,4,0,2,3.408068,2.706707
7695,1,1,4,2,2.789678,2.055383
3626,0,0,2,0,4.089515,1.52905
10629,1,2,5,0,3.062597,0.552453
17516,0,5,5,1,3.591254,1.1022
18250,1,3,3,0,3.826025,1.40029
18109,1,4,5,0,4.166359,1.451969
8091,0,1,2,0,3.975901,1.059136
9745,0,4,5,0,4.368399,1.916862
2283,0,3,3,0,2.740063,1.594169
9725,0,3,4,0,4.357451,1.894388
1269,1,5,5,0,4.920486,1.460324
2973,0,0,4,1,2.838476,1.761766
7463,0,3,3,0,4.316753,1.471849
7671,1,0,4,2,2.786203,2.040247
10552,1,3,4,2,2.561818,1.365131
19151,0,3,4,2,2.881919,2.708463
12104,1,2,0,0,3.405387,1.050686
13495,1,4,5,0,4.147365,1.537126
11912,0,0,4,2,3.385772,0.739423
18159,0,2,0,0,4.037036,1.440519
18631,1,0,2,0,3.433301,1.605973
10093,0,5,5,0,4.097488,0.523383
7856,0,1,2,0,3.810194,2.141658
1711,0,1,0,2,2.581908,2.140919
11451,1,2,2,0,3.571217,0.681867
8241,1,2,0,0,4.355115,1.116942
6214,0,4,5,2,2.941199,1.840512
7354,1,2,0,0,4.227,1.442389
10034,0,2,0,0,4.180606,0.542487
16551,1,0,2,0,4.000174,0.482162
15966,1,3,4,2,2.351199,1.857539
9487,0,1,2,0,3.358979,1.209134
20098,1,3,3,0,4.761551,1.998437
19513,0,4,5,0,2.896171,0.765193
3391,0,2,0,2,2.792333,1.864116
19035,1,5,1,2,2.917409,2.497426
9665,0,3,4,0,4.289213,1.845547
7726,1,3,3,2,2.793426,2.070307
13303,1,2,0,0,4.039477,0.723056
19077,0,1,2,2,2.903411,2.596268
17925,0,4,5,0,4.552223,1.683102
4276,0,3,4,2,2.316248,1.480987
13438,0,4,5,0,4.176687,1.68813
15015,0,3,3,0,2.282486,2.008557
10217,1,3,4,0,3.596572,0.449365
11113,0,0,2,1,3.271229,1.029112
9470,0,2,0,0,3.360182,1.208499
14551,1,1,2,2,2.917321,2.29586
3540,1,2,0,2,2.57455,1.813887
1001,0,1,2,2,2.707865,1.966586
13748,1,4,0,1,2.853856,2.061747
16775,0,4,0,0,3.419186,0.47667
9912,1,0,2,0,4.15013,0.547462
18353,0,3,4,2,2.994226,0.830684
3927,0,4,5,0,4.401109,2.221128
6394,1,3,4,1,3.152032,3.225143
12088,0,4,5,0,3.412645,1.04369
855,1,1,0,2,2.612934,2.166415
15747,0,0,4,0,3.498145,0.733654
16799,0,4,0,0,3.42572,0.483159
1650,0,5,5,0,3.273578,1.925424
2519,1,2,0,0,3.751435,1.476885
6124,0,0,2,2,2.894682,1.910478
15828,1,1,0,2,2.367998,2.01449
4044,0,1,2,0,4.271243,2.607819
9831,0,4,0,0,4.328853,2.13032
11942,1,1,2,2,3.355397,0.74257
20585,0,5,5,1,2.924568,2.270934
17025,0,2,0,2,3.724658,1.598237
9149,0,4,5,0,2.813205,2.243461
15398,1,1,2,0,2.837766,2.114897
5351,1,1,2,0,3.327539,1.064651
3318,1,4,0,2,3.342011,2.700511
12493,0,0,4,2,3.639739,1.212784
6930,0,3,3,2,3.179419,1.100855
1380,1,0,4,0,4.731142,1.508926
1218,1,3,4,0,4.796896,1.550707
16038,0,0,4,2,2.339504,1.764712
10278,0,3,4,0,3.481261,0.448558
9739,1,1,2,0,4.368399,1.916862
8408,0,0,2,2,2.766909,1.64368
17548,0,4,1,2,3.650848,1.665205
12162,1,5,5,0,3.396016,1.056613
11583,0,3,3,0,3.493358,4.474335
384,0,0,4,0,2.574127,2.098566
3094,0,5,1,2,3.553949,2.481157
5662,1,4,5,0,2.757636,2.035478
19515,1,3,3,0,2.896171,0.765193
14035,1,1,4,0,3.619685,1.429126
6154,0,3,4,2,2.906001,1.890466
20650,0,3,3,1,2.884506,1.971242
160,0,4,5,2,2.223407,1.716585
7498,0,3,4,2,2.765139,2.008119
20598,0,2,0,1,2.919469,2.246256
15703,0,3,4,0,3.626432,0.711776
16023,0,4,5,2,2.342224,1.78033
3842,0,1,2,0,3.932311,1.58323
13201,0,5,1,0,4.098514,0.811355
8339,0,1,0,2,2.739931,1.615005
16682,0,2,0,0,3.494622,0.468378
19386,0,4,5,1,4.316905,4.947065
20051,0,3,4,0,4.793213,2.063498
19383,1,1,2,1,4.316905,4.947065
4000,1,3,4,0,4.336719,2.432906
5938,0,3,4,0,3.334813,1.778207
1703,1,4,5,2,2.581908,2.140919
17336,0,1,2,0,3.422318,0.836221
4007,0,5,1,0,4.318484,2.507668
3947,0,2,0,0,4.38849,2.265665
277,0,1,0,0,2.552411,2.103513
8462,1,0,4,2,2.811515,1.656004
3254,0,5,5,2,3.73573,2.702302
13462,0,5,1,0,4.182653,1.691259
1021,1,2,2,2,2.714179,1.990295
14412,0,2,0,2,2.828255,2.195954
9539,1,1,4,0,3.360755,1.231484
1561,1,2,0,0,3.361613,1.934075
1392,1,0,4,0,4.696774,1.510434
2637,1,0,4,0,4.091096,1.446052
16597,1,3,4,0,3.965194,0.487013
9714,1,3,4,0,4.34665,1.885675
3365,1,2,0,2,2.784457,1.871572
1401,0,5,1,0,3.606204,1.709916
15572,0,0,4,0,2.728431,1.764024
8105,0,0,2,0,3.998333,1.06232
7315,0,2,0,0,4.393213,1.408721
15843,1,0,2,2,2.369771,2.029062
2174,0,1,2,0,2.71081,1.57927
6246,0,1,2,2,2.9588,1.820584
3796,1,3,4,0,4.011867,1.570141
13370,0,1,4,0,4.031669,0.745301
12424,0,4,5,2,3.681982,1.252934
452,1,2,2,0,2.536427,2.120836
6480,1,1,2,1,3.099898,3.119571
3314,0,0,4,2,3.371926,2.70413
2006,0,1,2,0,4.101758,0.738238
9590,0,5,1,0,4.194804,1.743069
293,0,5,1,0,2.551285,2.102846
19391,0,3,3,1,4.316905,4.947065
15938,0,5,1,2,2.355299,1.901132
11302,1,2,0,0,3.550267,0.672394
1317,1,5,5,0,4.857927,1.490525
20452,1,0,2,1,2.960464,2.392071
2204,1,5,5,0,2.716531,1.577273
12022,0,2,0,0,3.458078,1.039734
7433,1,1,4,0,4.340423,1.490233
17451,1,1,4,0,3.470575,0.902213
20466,0,0,2,1,2.960554,2.408583
13248,0,4,5,0,4.053583,0.735926
1290,1,3,4,0,4.923528,1.453958
12057,1,1,0,0,3.421655,1.041001
11684,1,2,0,0,3.930376,1.44319
14645,1,1,2,1,2.829757,0.999185
17602,1,2,0,2,3.816166,1.715564
18121,1,2,0,0,4.139134,1.449761
2044,0,3,3,0,3.979913,0.744554
14222,0,2,0,2,2.677582,1.332072
10043,1,0,4,0,4.166551,0.54049
3605,0,3,3,2,2.540351,1.837604
2473,1,3,4,0,3.633646,1.441613
740,1,3,3,2,3.64793,1.839168
6679,0,2,0,0,4.303747,4.951529
11393,0,0,4,0,3.54323,0.681294
8975,0,2,0,2,3.845663,1.88624
3563,0,5,5,2,2.551664,1.83755
12648,0,2,5,2,2.638417,1.769652
9132,0,2,0,0,2.855418,2.267669
6749,1,1,4,0,3.982428,5.015845
11758,0,3,4,0,3.748774,1.40595
18665,1,4,5,0,3.455137,1.53551
7586,0,5,5,2,2.776171,1.841656
2609,1,2,0,0,4.033786,1.457719
16155,0,0,2,2,2.750819,1.886851
10906,1,5,5,0,3.262431,0.57671
8706,1,2,0,2,3.4329,3.160249
15638,1,2,2,0,2.724765,1.699258
4154,0,4,5,0,4.019166,2.455431
14591,0,1,4,2,2.935353,2.324387
19224,1,2,2,2,2.824549,2.864038
17885,1,4,5,0,4.57244,1.732275
7483,0,2,0,2,2.773673,2.037677
4953,0,5,5,0,2.836804,2.051808
14923,1,1,2,0,2.308672,1.934535
16542,1,0,2,0,3.981979,0.480994
12225,1,2,0,0,3.348204,1.087633
18345,1,4,5,2,2.994226,0.830684
12937,1,3,3,2,2.766085,1.729703
8565,0,3,3,2,2.77609,1.725146
8031,0,2,5,0,4.077248,1.045123
9878,0,2,0,0,4.053225,0.547293
9253,1,5,1,0,3.59111,1.17511
12213,1,4,5,0,3.36346,1.074834
19868,0,2,0,0,4.660871,2.139292
14943,0,3,4,0,2.29521,1.949899
386,0,2,0,0,2.574127,2.098566
6036,1,5,5,0,3.281306,1.760998
4572,0,2,0,2,2.771902,1.405625
1748,0,3,4,2,2.545511,2.184191
10253,1,3,4,0,3.514964,0.447098
9994,1,2,0,0,4.223129,0.547597
3818,0,0,4,0,3.970255,1.576909
11164,0,3,4,1,3.24592,1.023878
19071,0,5,1,2,2.903411,2.596268
10192,0,0,2,0,3.715023,0.454951
1653,1,0,4,0,3.273578,1.925424
4404,0,1,2,2,2.429338,1.602384
12077,1,3,4,0,3.41575,1.042097
6486,0,2,0,1,3.099898,3.119571
2851,1,4,5,1,2.846317,1.745245
2306,0,5,5,0,2.7453,1.596336
19623,1,3,4,0,4.235221,1.537237
19950,0,5,1,0,4.720716,2.031176
16902,1,3,3,0,2.940982,2.217706
20374,0,1,4,0,3.542724,1.15865
11548,0,4,0,0,3.498914,4.496109
7166,1,1,4,0,4.888971,2.743361
1262,0,2,0,0,4.892317,1.486347
13103,0,2,0,0,4.158248,0.785731
7126,0,5,5,0,4.981612,2.831877
959,1,4,5,2,2.677003,1.973232
3795,0,5,5,0,4.011867,1.570141
37,1,4,5,2,2.154413,1.69912
7348,0,4,5,0,4.256865,1.433206
2810,0,1,2,1,2.814576,1.717437
242,0,2,0,0,2.573487,2.091997
12807,0,3,4,2,2.782114,1.694878
18112,1,0,2,0,4.166359,1.451969
3832,1,3,3,0,3.949366,1.580035
8636,1,1,0,2,3.25672,3.350951
11287,0,5,1,0,3.542158,0.671053
19397,0,4,5,1,4.255071,4.966454
10944,0,2,0,2,3.437113,2.439505
14076,0,4,5,0,3.466375,0.67468
13660,1,0,4,0,3.974729,1.896684
16204,0,2,0,2,2.684733,1.925659
7573,1,4,5,2,2.775152,1.840105
17959,1,1,2,0,4.552112,1.694843
3350,1,3,2,2,2.769279,1.874531
9553,1,5,5,0,3.360144,1.240083
899,1,4,5,2,2.630749,2.116879
13034,0,2,0,2,2.585826,1.788776
2883,0,4,5,1,2.855411,1.752975
2036,0,5,5,0,4.014388,0.743088
19510,0,0,4,0,2.896171,0.765193
16894,0,5,5,0,2.940982,2.217706
1560,1,4,5,0,3.361613,1.934075
10573,0,1,2,2,2.566573,1.368957
10145,0,0,4,0,3.996729,0.509059
19497,1,4,5,0,2.925635,0.761583
11207,1,1,0,0,3.537948,0.66614
15604,1,1,4,0,2.724971,1.728964
579,0,5,1,2,3.636296,2.267957
10524,0,2,0,2,2.553989,1.363723
2012,1,3,3,0,4.101758,0.738238
10415,1,0,4,0,3.455801,0.46722
5579,0,2,0,0,2.895237,1.886068
5221,0,5,5,2,3.436416,1.68297
12934,0,1,4,2,2.766085,1.729703
16177,1,4,5,2,2.716068,1.883881
5548,0,0,2,0,2.936757,1.880429
11128,0,4,5,1,3.269665,1.027777
2460,0,1,0,0,3.62928,1.430756
15532,1,0,4,0,2.757174,1.809716
12135,0,0,2,0,3.400413,1.055946
3381,0,2,0,2,2.789242,1.868211
546,0,0,2,2,3.606913,2.246206
18651,1,5,1,0,3.445302,1.577353
14597,1,0,4,2,2.941107,2.335267
8721,0,0,2,2,3.466129,3.104749
6488,0,4,5,1,3.099898,3.119571
19211,0,5,5,2,2.835529,2.855134
10404,0,4,5,0,3.447503,0.465679
9701,1,3,4,0,4.333706,1.877489
9675,0,2,0,0,4.310122,1.857496
216,1,4,5,2,2.203342,1.838566
2151,0,2,0,0,2.711842,1.551279
4854,1,1,2,0,3.083289,1.970137
2835,0,3,4,1,2.830409,1.731999
16795,1,2,2,0,3.42572,0.483159
11488,1,5,5,0,3.600181,4.415672
9817,0,2,2,0,4.338509,2.131855
18993,0,2,0,2,2.917043,2.379246
2007,0,2,0,0,4.101758,0.738238
1855,1,3,4,2,2.548794,2.155136
6421,1,0,2,1,3.161224,3.20531
6260,0,4,5,2,2.959376,1.817016
6388,1,5,1,1,3.152032,3.225143
12065,1,3,4,0,3.421655,1.041001
20603,1,2,0,1,2.887711,2.040843
371,1,5,5,0,2.575052,2.087524
7158,0,2,2,0,4.916404,2.776273
19556,1,4,5,0,4.255942,1.438431
4286,0,4,5,2,2.328083,1.500452
10111,1,5,5,0,4.055852,0.51564
12702,1,1,2,2,2.710117,1.6676
20557,1,5,5,1,2.934647,2.311335
20240,1,1,2,0,3.389669,1.010229
4768,1,3,3,2,2.877157,1.444609
4166,0,4,0,0,4.019435,2.450119
20097,0,5,5,0,4.761551,1.998437
5412,0,4,5,0,3.283119,1.106114
17814,1,4,5,0,4.668545,2.024107
9838,1,0,4,0,4.317934,2.12911
1924,0,3,4,0,4.307965,0.739407
9602,0,1,0,0,4.210405,1.764858
12656,1,0,2,2,2.656295,1.737171
8467,1,4,5,2,2.812553,1.660599
3701,0,3,4,0,4.124002,1.50824
233,0,4,1,0,2.583357,2.083017
