,sex,age,generation,incomelevel,depression,alcohol
10991,0,0,4,2,3.550027,3.402343
17262,0,4,5,0,3.59628,0.821655
12987,0,1,2,2,2.585275,1.72725
6025,1,4,0,0,3.277973,1.772537
17184,0,3,3,2,3.717595,1.601342
3698,0,0,2,0,4.124002,1.50824
14208,1,3,4,2,2.676213,1.329247
10842,0,2,0,0,3.116651,0.564908
11646,0,5,1,0,4.032234,1.43547
18034,0,2,2,0,4.548765,1.850604
17481,0,0,4,0,3.49155,0.898279
18782,1,1,2,0,3.344868,1.615584
11897,1,3,4,2,3.41267,0.737572
18959,0,3,3,2,3.7342,0.776235
7579,0,2,0,2,2.775152,1.840105
17429,0,4,5,0,3.454534,0.904203
3528,1,4,5,2,2.590202,1.795127
2845,0,3,4,1,2.839583,1.738945
10010,0,2,0,0,4.212075,0.546142
8079,0,2,0,0,3.976716,1.05654
11734,0,0,4,0,3.802403,1.429088
15481,1,2,0,0,2.769536,1.918719
8220,1,0,4,0,4.375195,1.086132
15701,1,0,4,0,3.626432,0.711776
1930,1,1,2,0,4.299122,0.737993
15443,0,3,4,0,2.801982,2.045804
8926,0,4,1,2,3.687009,1.804892
11373,1,5,5,0,3.562302,0.674844
16859,0,3,3,0,3.067843,2.213872
645,0,3,4,2,3.658971,2.262875
19428,1,0,4,1,4.148908,4.977232
6656,1,0,4,0,4.411393,5.022471
16981,1,5,1,2,3.694011,1.645022
7847,1,3,4,0,3.79665,2.16654
8205,1,4,5,0,4.377243,1.07953
14053,0,5,5,0,3.646711,1.427152
19221,0,4,5,2,2.828583,2.869888
14812,1,2,0,0,2.252338,1.850918
8631,0,5,1,2,3.234091,3.365116
15804,1,2,2,0,3.478406,0.734206
71,0,4,5,2,2.170218,1.68162
9541,0,5,5,0,3.360755,1.231484
16810,0,1,2,0,3.249386,2.11768
16090,1,2,2,2,2.334267,1.7142
799,0,5,5,2,3.657683,1.822172
8207,1,1,2,0,4.377243,1.07953
5558,0,0,2,0,2.929564,1.884835
16454,1,0,4,0,2.896495,0.860863
11842,1,2,2,0,3.623865,1.375825
4955,0,4,5,0,2.836804,2.051808
16796,0,5,5,0,3.42572,0.483159
6688,0,0,4,0,4.256001,4.933496
15079,1,1,4,0,2.263833,2.035273
9866,0,2,5,0,4.011663,0.547416
3699,0,5,1,0,4.124002,1.50824
3834,1,2,0,0,3.932311,1.58323
19508,1,2,0,0,2.896171,0.765193
20134,1,3,3,0,4.772422,2.005814
14639,0,1,0,1,2.915946,1.046837
1577,0,2,0,0,3.344704,1.939117
815,1,1,0,2,2.631101,2.164656
17989,0,1,2,0,4.55514,1.75626
4931,0,5,5,0,2.875833,2.020115
4646,0,4,5,2,2.809418,1.422175
1742,0,5,1,2,2.545511,2.184191
4232,1,1,0,2,2.280578,1.425829
1288,0,1,2,0,4.923528,1.453958
6793,1,2,2,0,3.880068,4.855356
7859,0,3,4,0,3.810194,2.141658
11745,1,3,4,0,3.773386,1.416718
7886,1,0,4,0,3.916444,1.991043
2884,0,5,5,1,2.855411,1.752975
18931,0,1,4,2,3.750356,0.77384
5847,0,0,2,0,3.652859,1.653641
14103,1,5,5,0,3.402352,0.692664
11235,0,0,2,0,3.526879,0.667823
14202,1,4,5,2,2.676213,1.329247
16398,1,3,4,0,2.936018,0.850159
11648,0,0,2,0,4.032234,1.43547
13819,1,0,2,0,3.975114,1.709423
20381,1,0,4,0,3.555894,1.167108
15105,0,2,0,0,4.729642,1.164669
15892,0,2,0,2,2.372942,2.039545
17175,1,0,4,2,3.717595,1.601342
14881,0,0,2,0,2.306339,1.897543
9598,1,0,2,0,4.210405,1.764858
10405,0,5,5,0,3.447503,0.465679
1459,0,0,2,0,3.624869,1.748054
826,1,5,1,2,2.622601,2.16894
7734,0,2,5,0,3.94704,2.142499
2925,1,2,0,1,2.841534,1.753958
5186,1,4,5,2,3.559469,1.657634
11104,1,3,4,1,3.271182,1.030464
17603,0,1,2,2,3.816166,1.715564
20260,1,2,0,0,3.42275,1.014303
7985,0,0,4,0,3.930375,2.042078
12248,1,5,5,0,3.328033,1.103618
9401,0,2,0,0,3.458468,1.181182
8437,1,0,4,2,2.805102,1.648756
7455,1,1,4,0,4.316753,1.471849
3627,0,5,1,0,4.089515,1.52905
11423,1,4,0,0,3.547218,0.683594
12274,1,5,5,0,3.327814,1.1067
1416,0,1,0,0,3.615811,1.71456
4307,0,0,2,2,2.353957,1.5534
5216,0,0,4,2,3.474393,1.671258
17242,1,3,4,0,3.631979,0.818897
20113,1,2,2,0,4.765481,2.001951
18952,1,1,4,2,3.7342,0.776235
10000,0,0,4,0,4.223129,0.547597
2548,0,1,2,0,3.820883,1.482057
8237,0,0,4,0,4.367724,1.100345
10637,0,3,2,0,3.062597,0.552453
1036,0,0,4,2,2.718093,1.990836
19903,0,4,5,0,4.649294,2.058632
19097,0,0,2,2,2.892461,2.653555
14074,0,2,0,0,3.466375,0.67468
5197,1,4,5,2,3.515118,1.663283
12978,0,4,5,2,2.585114,1.713311
16393,0,1,2,0,2.936018,0.850159
127,0,1,2,2,2.208921,1.670158
17290,0,3,4,0,3.525654,0.829022
14238,1,4,5,2,2.669106,1.358762
4109,0,3,4,0,4.183396,2.585168
17233,1,4,5,0,3.631979,0.818897
4904,0,4,5,0,2.942722,1.949005
2372,0,3,3,2,4.150033,5.39758
19118,1,0,4,2,2.886916,2.683479
2142,0,3,4,0,2.715281,1.545752
5992,0,5,5,0,3.276423,1.79494
3218,0,5,5,2,4.090664,2.687807
2833,0,0,4,1,2.830409,1.731999
13860,0,1,2,0,3.806225,1.678747
12146,0,0,4,0,3.398177,1.056513
6430,0,5,1,1,3.161224,3.20531
8895,0,5,5,2,3.28505,2.696392
19898,1,4,5,0,4.649294,2.058632
19873,1,3,4,0,4.660871,2.139292
9092,1,3,3,2,4.235203,2.043699
15248,0,3,4,0,4.759833,1.288625
10794,0,1,2,0,3.071846,0.560731
11087,1,0,2,1,3.269642,1.031945
16067,1,5,5,2,2.331447,1.725279
16075,1,3,3,2,2.331447,1.725279
11262,0,4,5,0,3.530244,0.669457
11125,0,1,2,1,3.269665,1.027777
2683,0,5,5,0,4.110062,1.450025
13721,1,4,0,1,2.85807,2.072441
457,0,1,4,0,2.53636,2.127217
5142,1,4,5,2,3.781847,1.632071
6575,1,1,2,1,3.032828,2.801696
7279,1,1,2,0,4.43857,1.391317
15577,1,2,2,0,2.725618,1.75171
16108,0,2,2,2,2.335909,1.708826
177,1,3,4,2,2.222417,1.737167
15007,1,1,2,0,2.282486,2.008557
15172,0,5,1,0,4.667101,1.217821
20440,1,0,2,1,2.957768,2.366647
1080,0,5,5,2,2.740289,1.981193
12258,1,3,3,0,3.328033,1.103618
2727,0,1,0,1,2.725553,1.57284
15813,1,3,3,0,3.478406,0.734206
15642,0,1,4,0,2.724765,1.699258
16188,0,5,5,2,2.700769,1.903037
2770,1,0,2,1,2.775032,1.68071
2662,0,0,4,0,4.104088,1.445937
13222,0,4,5,0,4.069092,0.781248
192,1,1,2,2,2.210642,1.79855
6425,0,1,2,1,3.161224,3.20531
9455,1,4,5,0,3.367176,1.205389
17042,1,1,2,2,3.760944,1.574012
9694,1,4,5,0,4.333706,1.877489
13481,1,0,2,0,4.163674,1.608131
6072,1,5,1,2,2.872542,1.962545
15646,1,3,3,0,2.724765,1.699258
7581,0,0,2,2,2.775152,1.840105
6950,0,2,0,0,5.508174,2.622415
8798,0,4,5,2,3.480905,2.787891
3649,0,1,0,0,4.105661,1.510788
15256,1,0,4,0,4.803936,1.296047
17768,0,3,3,2,4.024939,1.769609
213,1,3,3,2,2.206033,1.824955
18889,1,4,5,2,3.789391,0.76655
1303,0,3,3,0,4.906827,1.464827
10045,0,4,5,0,4.166551,0.54049
16497,0,0,4,0,2.886782,0.859959
3159,0,3,4,2,4.097776,2.700238
12939,0,5,5,2,2.766085,1.729703
2090,0,0,4,0,3.906875,0.734987
7736,0,0,2,0,3.94704,2.142499
6414,0,2,0,1,3.165224,3.213592
528,1,2,0,2,3.597366,2.193307
15629,0,2,2,0,2.724716,1.708299
10309,0,4,5,0,3.449578,0.450155
17221,1,4,5,0,3.669752,0.818741
3432,1,1,2,2,2.758974,1.806055
17648,0,4,5,2,3.870721,1.731277
5576,0,5,1,0,2.895237,1.886068
16544,0,0,2,0,3.981979,0.480994
16381,0,2,0,0,2.941494,0.850215
16242,1,4,5,2,2.631312,1.990449
14052,0,0,4,0,3.646711,1.427152
13125,1,1,0,0,4.204405,0.800726
8605,1,2,2,2,2.770682,1.741054
1194,0,3,4,0,4.810776,1.532104
17965,0,0,4,0,4.552112,1.694843
18801,0,0,4,0,3.337394,1.633606
13465,0,4,5,0,4.182653,1.691259
2518,0,3,4,0,3.715983,1.470558
13055,0,4,5,2,2.587327,1.825525
12278,0,0,4,0,3.327814,1.1067
14235,0,5,5,2,2.675108,1.341663
10612,1,0,4,2,2.556094,1.45003
4729,0,1,2,2,2.859133,1.431639
16227,0,1,2,2,2.65594,1.961927
8770,0,2,0,2,3.487568,2.873611
33,0,4,5,2,2.15007,1.701142
12962,0,0,2,2,2.585217,1.706993
775,0,5,5,2,3.651044,1.825346
13328,1,4,0,0,4.035657,0.726827
2612,0,2,0,0,4.033786,1.457719
9112,1,1,2,0,2.894994,2.303453
14722,0,0,4,1,2.716396,0.903034
279,0,3,4,0,2.552411,2.103513
5063,1,1,0,2,4.113188,1.554654
3588,1,0,4,2,2.542476,1.838604
18846,0,2,0,0,3.340305,1.709994
409,0,0,4,0,2.560037,2.10269
3104,1,1,2,2,3.613853,2.513058
4526,0,5,5,2,2.194632,1.760847
15482,1,4,5,0,2.769536,1.918719
424,0,4,5,0,2.550374,2.104989
9623,1,4,5,0,4.231725,1.801893
5510,1,1,0,0,2.946743,1.86352
5317,0,3,3,2,3.322598,1.730818
4844,0,4,5,0,3.110432,1.995769
18564,0,4,0,2,3.09972,0.868795
2205,0,0,4,0,2.720469,1.57524
7268,1,1,2,0,4.458008,1.383628
222,0,5,5,2,2.203342,1.838566
10101,1,2,2,0,4.07706,0.519176
18737,0,1,2,0,3.394851,1.558382
13790,1,3,4,0,3.961436,1.802555
3053,1,5,1,2,3.531068,2.433288
6364,1,2,5,1,3.131583,3.222535
18995,0,3,4,2,2.917043,2.379246
9268,1,2,0,0,3.590929,1.165285
2179,1,4,5,0,2.71081,1.57927
4656,0,5,1,2,2.816173,1.424281
10342,1,1,2,0,3.403169,0.450926
8539,0,0,4,2,2.778754,1.713354
4695,0,3,4,2,2.839734,1.427217
2954,0,4,0,1,2.837923,1.755635
32,0,2,0,2,2.15007,1.701142
3727,1,1,2,0,4.134098,1.543612
19977,0,0,2,0,4.766992,2.038026
13298,0,1,2,0,4.038992,0.721772
14821,0,0,2,0,2.252338,1.850918
4179,0,5,5,0,4.022345,2.445716
7006,0,0,2,0,5.345004,2.855875
11445,1,5,5,0,3.558861,0.682707
1973,0,3,4,0,4.216324,0.735749
17809,0,1,0,0,4.67832,1.979952
20552,0,2,0,1,2.938543,2.327326
1467,0,2,0,0,3.612334,1.768456
7966,1,2,2,0,3.92806,2.062087
7542,0,4,5,2,2.757046,1.893981
11364,0,1,2,0,3.562302,0.674844
5199,0,5,5,2,3.515118,1.663283
4475,0,0,4,2,2.219333,1.751944
18280,0,4,0,0,3.769659,1.383849
7050,0,2,0,0,5.103527,2.869444
12810,1,4,5,2,2.789094,1.690463
3586,0,5,5,2,2.542476,1.838604
18064,1,5,5,0,4.524133,1.770598
3449,1,3,4,2,2.740295,1.786741
5699,0,5,5,0,2.725612,2.101904
5089,0,5,1,2,4.069794,1.585755
4157,0,3,3,0,4.019166,2.455431
10336,0,0,4,0,3.418576,0.45059
14808,0,1,0,0,2.236951,1.835781
18715,0,1,2,0,3.436279,1.533172
3234,1,4,5,2,3.895578,2.696485
12410,0,1,2,2,3.672637,1.268984
7116,1,3,3,0,4.997501,2.839515
9022,0,1,2,2,3.976756,1.948986
20596,0,0,4,1,2.919469,2.246256
15231,0,5,5,0,4.71645,1.284094
6422,0,0,2,1,3.161224,3.20531
18154,1,2,0,0,4.037036,1.440519
15127,1,0,2,0,4.702669,1.174235
17718,0,1,2,2,3.981307,1.759897
95,1,3,4,2,2.188802,1.658553
10561,0,5,5,2,2.563666,1.366655
20544,1,1,2,1,2.938543,2.327326
15420,1,2,0,0,2.818784,2.078846
3920,1,2,0,0,4.401109,2.221128
18031,1,1,4,0,4.548765,1.850604
19627,1,2,0,0,4.238198,1.55169
15073,0,1,4,0,2.268372,2.030482
14794,0,5,5,1,2.728667,0.889901
319,1,1,2,0,2.565848,2.080039
11721,1,1,2,0,3.83053,1.439653
7383,0,1,2,0,4.260417,1.469029
344,1,1,2,0,2.571886,2.075933
1853,0,0,4,2,2.548794,2.155136
2495,1,3,4,0,3.651726,1.456045
13291,1,2,0,0,4.038992,0.721772
17312,0,1,2,0,3.46722,0.83473
10425,1,2,2,0,3.455118,0.467204
15796,0,0,4,0,3.478949,0.734647
508,0,4,5,2,3.579068,2.02204
1666,0,1,4,0,3.26746,1.906362
5949,0,0,4,0,3.31291,1.78679
2887,1,2,0,1,2.855552,1.753858
11481,1,0,4,0,3.636927,4.438384
9058,0,0,4,2,4.155303,2.03033
11465,0,1,4,0,3.582742,0.681029
3964,0,3,4,0,4.37893,2.291569
3219,0,3,4,2,4.090664,2.687807
9466,1,3,3,0,3.367176,1.205389
15668,0,5,5,0,3.716088,0.714718
5290,1,0,4,2,3.333781,1.724807
20403,1,0,4,0,3.585183,1.182338
10662,1,2,0,0,3.064858,0.557967
17441,0,4,0,0,3.46059,0.903373
10288,0,0,2,0,3.466312,0.44936
1570,0,3,4,0,3.361613,1.934075
4066,1,0,4,0,4.245994,2.610772
9780,0,2,0,0,4.35549,2.066202
6428,0,3,4,1,3.161224,3.20531
18424,1,3,4,2,3.073758,0.928917
7525,1,4,5,2,2.750939,1.919059
9567,0,0,2,0,4.160592,1.695087
6411,1,2,0,1,3.165224,3.213592
5633,0,4,5,0,2.798622,1.941127
14033,1,2,2,0,3.619685,1.429126
5091,1,1,2,2,4.069794,1.585755
17172,0,3,3,2,3.70879,1.621201
9247,0,0,2,0,3.59111,1.17511
6647,1,1,2,0,4.483954,5.060739
14953,0,0,4,0,2.281669,1.963157
304,0,4,5,0,2.564,2.086392
3943,1,4,5,0,4.38849,2.265665
10209,1,2,0,0,3.596572,0.449365
6752,0,2,2,0,3.982428,5.015845
19838,0,0,4,0,4.125316,1.918018
13184,1,4,5,0,4.121637,0.812405
5708,1,1,2,0,2.717684,2.120999
10783,0,2,0,0,3.056779,0.561681
15221,0,4,5,0,4.680431,1.278205
5849,0,3,4,0,3.652859,1.653641
1028,0,0,4,2,2.714179,1.990295
9013,1,3,4,2,3.94451,1.933601
5924,1,0,4,0,3.356016,1.769821
16137,1,4,0,2,2.350485,1.6943
15842,0,4,5,2,2.369771,2.029062
7346,0,5,5,0,4.256865,1.433206
1947,0,1,2,0,4.279972,0.736535
19456,1,3,3,1,4.100437,4.880967
14176,1,4,5,2,2.67298,1.328902
14034,1,4,0,0,3.619685,1.429126
17473,1,4,0,0,3.49155,0.898279
5124,1,1,2,2,3.913582,1.615054
12114,1,5,1,0,3.405387,1.050686
14472,0,2,0,2,2.854846,2.215729
15206,1,2,0,0,4.663838,1.270691
5627,0,3,4,0,2.813639,1.909667
9320,0,4,5,0,3.574877,1.161527
18555,0,0,4,2,3.10254,0.866558
20332,1,3,3,0,3.494911,1.059836
13659,1,3,3,0,3.980139,1.83697
7163,0,3,3,0,4.916404,2.776273
3010,0,2,2,2,2.344023,2.851393
18878,1,4,0,0,3.348171,1.735504
9105,1,0,4,0,2.914889,2.329651
14944,1,2,0,0,2.281669,1.963157
2574,1,2,0,0,3.935032,1.468771
11634,0,2,0,0,4.039146,1.435457
3384,0,3,4,2,2.789242,1.868211
1939,0,4,5,0,4.299122,0.737993
6443,1,1,2,1,3.138971,3.180736
777,1,3,3,2,3.651044,1.825346
3857,0,3,3,0,3.918091,1.586395
10068,0,5,5,0,4.135361,0.533317
8225,0,0,4,0,4.375195,1.086132
14401,0,3,4,2,2.824819,2.194569
12855,0,3,3,2,2.785756,1.703158
3342,1,4,1,2,2.769279,1.874531
11909,1,4,5,2,3.399362,0.738391
1910,0,1,2,0,4.312985,0.740016
3643,1,5,1,0,4.105661,1.510788
14710,0,0,4,1,2.722645,0.919515
4165,0,0,4,0,4.019435,2.450119
5824,0,1,2,0,3.794941,1.600332
5482,0,3,3,0,3.302054,1.113303
147,0,0,4,2,2.222116,1.701433
11523,0,0,4,0,3.526203,4.456459
19096,1,4,5,2,2.892461,2.653555
7172,0,4,0,0,4.888971,2.743361
20087,0,3,3,0,4.76595,2.005749
5478,0,4,0,0,3.302054,1.113303
13029,1,0,4,2,2.585337,1.775306
5099,1,4,5,2,4.037865,1.594654
16264,1,4,5,2,2.609186,2.019433
15094,0,2,5,0,4.7484,1.162573
1415,0,2,0,0,3.615811,1.71456
8071,0,3,4,0,3.983216,1.053628
15140,0,2,0,0,4.690671,1.180769
1725,1,3,4,2,2.566726,2.160472
11762,1,4,5,0,3.727495,1.400059
10589,1,4,5,2,2.566225,1.378946
18613,0,2,2,2,3.085864,0.892095
1137,1,1,0,0,4.754454,1.462686
16878,0,0,4,0,2.989215,2.214541
12471,0,4,5,2,3.667044,1.216678
16604,1,0,2,0,3.945363,0.488932
14879,0,5,1,0,2.306339,1.897543
15159,1,2,0,0,4.671298,1.199356
7874,1,1,2,0,3.882226,2.038043
4934,1,0,4,0,2.875833,2.020115
5638,0,3,4,0,2.798622,1.941127
6070,0,3,4,2,2.867432,1.981093
6412,0,1,2,1,3.165224,3.213592
3330,1,4,0,2,3.319423,2.695875
17200,1,2,0,0,3.789711,0.820276
10653,1,1,0,0,3.064719,0.556163
8053,1,0,2,0,3.999921,1.050586
13253,0,3,4,0,4.053583,0.735926
961,0,5,5,2,2.677003,1.973232
13746,1,0,4,1,2.853856,2.061747
6707,0,5,5,0,4.154931,4.9616
2476,1,4,5,0,3.637369,1.449455
20543,1,2,0,1,2.938543,2.327326
10245,1,2,0,0,3.514964,0.447098
14701,0,5,5,1,2.732641,0.937151
12497,0,5,5,2,3.639739,1.212784
3518,0,5,5,2,2.608345,1.779412
1602,0,3,3,0,3.311979,1.950768
9605,1,3,4,0,4.210405,1.764858
7085,1,0,4,0,5.034262,2.855894
5877,1,1,2,0,3.479463,1.715313
7477,1,4,5,2,2.773673,2.037677
2490,0,5,1,0,3.651726,1.456045
11311,1,3,4,0,3.550267,0.672394
4089,1,1,2,0,4.216627,2.603207
595,0,1,2,2,3.643306,2.267221
17190,1,0,2,0,3.858486,0.821985
13883,0,4,5,0,3.704591,1.654621
6787,0,4,0,0,3.902099,4.912332
19260,1,2,2,2,2.819414,2.741358
6692,1,4,5,0,4.208616,4.939028
316,0,4,5,0,2.565848,2.080039
11274,0,4,5,0,3.537333,0.670257
249,1,3,4,0,2.573487,2.091997
6999,1,1,2,0,5.345004,2.855875
674,1,2,0,2,3.655549,2.244914
3951,1,3,4,0,4.38849,2.265665
13713,0,0,4,1,2.860821,2.076338
19691,0,2,0,0,4.185712,1.646296
16099,1,3,3,2,2.334267,1.7142
9696,0,2,0,0,4.333706,1.877489
14348,1,1,0,2,2.773502,2.160688
11321,0,4,5,0,3.553949,0.672916
1208,1,1,2,0,4.796896,1.550707
971,1,4,5,2,2.698772,1.932295
5129,1,3,4,2,3.913582,1.615054
19377,0,4,5,1,4.373125,4.938663
11640,1,4,5,0,4.032234,1.43547
8718,1,2,0,2,3.466129,3.104749
13059,0,1,2,2,2.587327,1.825525
10993,0,2,0,2,3.550027,3.402343
3035,0,4,1,2,3.534532,2.416659
8723,0,1,2,2,3.466129,3.104749
20444,0,2,0,1,2.957768,2.366647
17136,1,3,3,2,3.699571,1.658581
13276,0,3,4,0,4.046277,0.722001
7958,0,4,5,0,3.927668,2.07312
11573,0,3,3,0,3.493617,4.486722
7800,0,2,0,0,3.882934,2.153615
3264,0,1,2,2,3.588454,2.706941
3482,1,3,4,2,2.688689,1.773001
8149,0,5,1,0,4.235863,1.076459
10588,1,3,4,2,2.566225,1.378946
6604,0,0,4,1,3.027701,2.758677
10764,0,0,4,0,3.016933,0.566648
19164,1,1,2,2,2.869573,2.750951
13686,1,2,2,1,2.865712,2.080863
6932,1,0,2,0,5.504764,2.489465
6816,1,4,5,2,3.162425,1.045809
9776,1,2,0,0,4.35549,2.066202
14092,1,4,0,0,3.402352,0.692664
19255,0,2,2,2,2.820571,2.799165
5131,1,4,5,2,3.843348,1.62449
7919,1,1,2,0,3.931454,2.004104
14976,0,1,2,0,2.27436,1.977688
820,0,2,0,2,2.631101,2.164656
8429,1,4,5,2,2.799277,1.646062
15103,0,4,5,0,4.729642,1.164669
7264,1,3,4,0,4.472545,1.377426
5813,0,1,2,0,3.83155,1.579173
9540,0,4,0,0,3.360755,1.231484
2813,0,4,5,1,2.814576,1.717437
17258,1,2,0,0,3.59628,0.821655
2877,1,2,0,1,2.855411,1.752975
5026,1,3,3,0,2.782145,2.096025
15967,0,0,4,2,2.351199,1.857539
12415,1,1,2,2,3.681982,1.252934
5267,0,4,0,2,3.348778,1.717483
2180,1,5,1,0,2.71081,1.57927
6352,1,2,2,2,2.970413,1.742634
12412,0,3,4,2,3.672637,1.268984
15475,0,4,5,0,2.772486,1.952747
17288,0,1,2,0,3.525654,0.829022
16792,1,3,3,0,3.421481,0.479608
489,1,3,3,0,2.54375,2.142253
19662,1,2,0,0,4.240516,1.600301
12307,1,1,4,0,3.347923,1.109213
8510,1,2,0,2,2.794045,1.689027
11860,0,0,4,0,3.618721,1.372449
11819,1,4,5,0,3.634747,1.381121
9657,1,2,0,0,4.289213,1.845547
16759,0,5,5,0,3.417503,0.474361
15951,0,4,5,2,2.351155,1.874463
8389,0,3,4,2,2.756764,1.638425
1034,1,5,5,2,2.718093,1.990836
1637,1,4,0,0,3.278564,1.940299
12803,0,1,2,2,2.782114,1.694878
14941,0,0,4,0,2.29521,1.949899
1670,1,4,0,0,3.264032,1.883372
2714,0,0,2,1,2.717497,1.542925
13172,1,4,5,0,4.14939,0.81184
2779,1,3,4,1,2.775032,1.68071
14617,0,3,3,2,2.946082,2.347036
5727,1,3,3,0,2.711469,2.13104
4940,1,4,5,0,2.857598,2.033551
1779,0,0,2,2,2.541498,2.172171
1321,0,2,0,0,4.857927,1.490525
5259,0,1,2,2,3.35815,1.713641
11870,0,0,4,0,3.616397,1.368371
14547,1,3,3,2,2.909553,2.281606
4974,1,2,0,0,2.803082,2.085341
7464,1,5,1,2,2.784808,2.067237
15625,1,5,5,0,2.724716,1.708299
636,1,0,4,2,3.658971,2.262875
6472,1,5,1,1,3.11252,3.148919
14158,0,1,2,2,2.666444,1.328796
18063,0,3,3,0,4.533727,1.808595
8268,1,0,4,0,4.32432,1.136287
11466,0,3,3,0,3.582742,0.681029
16044,1,1,2,2,2.334845,1.748436
3997,0,4,5,0,4.336719,2.432906
6780,1,4,0,0,3.902099,4.912332
2103,1,0,2,0,2.735766,1.525819
15536,0,5,5,0,2.757174,1.809716
6833,0,4,5,2,3.161375,1.045707
3772,1,3,4,0,4.085414,1.560563
6923,1,1,4,2,3.179419,1.100855
2610,1,4,5,0,4.033786,1.457719
3066,1,4,5,2,3.537037,2.447223
15943,1,3,4,2,2.355299,1.901132
19267,0,2,2,2,2.819414,2.741358
4701,1,0,4,2,2.847832,1.428057
2867,0,4,5,1,2.852725,1.750191
5882,1,3,4,0,3.479463,1.715313
14975,0,2,0,0,2.27436,1.977688
6519,1,5,5,1,3.066272,2.963208
19117,1,2,0,2,2.886916,2.683479
12120,0,4,5,0,3.402344,1.053937
10874,1,0,4,0,3.168773,0.569262
20175,0,5,1,0,3.296074,0.999537
11413,1,2,2,0,3.539318,0.6845
15161,0,4,5,0,4.671298,1.199356
10583,0,4,5,2,2.566225,1.378946
6982,0,2,0,0,5.419043,2.786062
20040,1,5,5,0,4.793213,2.063498
13119,0,0,2,0,4.185603,0.794211
14612,1,5,5,2,2.946082,2.347036
6633,1,3,3,1,3.02532,2.718957
6158,1,1,2,2,2.910579,1.880847
2821,0,2,0,1,2.824197,1.725228
15559,0,1,2,0,2.738188,1.777734
12251,1,4,5,0,3.328033,1.103618
15323,0,1,4,0,4.675021,1.287392
17267,1,3,4,0,3.59628,0.821655
7936,0,1,2,0,3.929604,2.037797
18894,0,0,4,2,3.789391,0.76655
1306,1,5,5,0,4.882334,1.478267
5222,1,1,2,2,3.436416,1.68297
11954,1,0,4,2,3.337087,0.744852
13176,1,0,2,0,4.14939,0.81184
15950,1,0,2,2,2.351155,1.874463
19039,0,1,2,2,2.917409,2.497426
13735,1,0,4,1,2.855534,2.067551
11328,1,1,2,0,3.555692,0.673312
2658,0,2,2,0,4.104088,1.445937
20272,1,0,4,0,3.436706,1.01567
3125,1,5,1,2,3.902352,2.621187
3236,1,1,2,2,3.895578,2.696485
646,1,5,5,2,3.658181,2.259731
3881,1,3,3,0,3.913974,1.59254
20112,1,5,5,0,4.765481,2.001951
5342,1,4,5,0,3.327539,1.064651
15472,1,0,4,0,2.772486,1.952747
14730,1,4,5,1,2.711847,0.884323
20288,0,3,4,0,3.450324,1.01694
20206,1,2,0,0,3.320422,0.999393
13018,1,2,0,2,2.58424,1.762011
20168,0,0,2,0,3.298194,1.026206
462,1,0,4,0,2.53636,2.127217
6433,1,2,0,1,3.152221,3.194417
3248,1,1,2,2,3.73573,2.702302
16628,0,0,2,0,3.894925,0.491085
3686,0,0,2,0,4.120524,1.50293
581,0,2,0,2,3.636296,2.267957
10785,0,0,4,0,3.056779,0.561681
15310,1,0,4,0,4.718802,1.291525
4005,1,1,2,0,4.318484,2.507668
20090,1,4,5,0,4.761551,1.998437
18294,0,0,4,0,3.755501,1.382011
7696,1,0,4,2,2.789678,2.055383
2989,0,4,0,1,2.837371,1.766266
7684,1,0,4,2,2.787449,2.047773
14209,0,3,4,2,2.676213,1.329247
8449,0,4,5,2,2.808577,1.652067
13425,0,4,5,0,4.170798,1.683077
16520,1,1,0,0,3.926732,0.478385
6645,0,3,3,1,3.025158,2.700236
1717,1,5,1,2,2.566726,2.160472
18163,0,3,4,0,4.037036,1.440519
15430,0,3,4,0,2.818784,2.078846
3971,0,4,5,0,4.367678,2.318594
5917,1,3,4,0,3.378682,1.760125
16572,1,0,2,0,4.000114,0.483978
12523,1,1,2,2,3.592954,1.237363
9634,1,5,1,0,4.244814,1.817444
16705,1,0,4,0,3.450938,0.4695
11644,0,4,5,0,4.032234,1.43547
13667,0,2,2,0,3.974729,1.896684
714,0,5,5,2,3.649862,1.980933
15316,1,4,0,0,4.675021,1.287392
11792,0,3,3,0,3.683434,1.391301
5484,1,3,3,0,3.302054,1.113303
5456,0,4,0,0,3.286091,1.113681
9819,0,4,0,0,4.338509,2.131855
10940,1,1,0,2,3.437113,2.439505
1847,0,5,5,2,2.548794,2.155136
15217,1,4,5,0,4.680431,1.278205
4707,0,5,5,2,2.847832,1.428057
18347,0,0,2,2,2.994226,0.830684
15246,0,1,2,0,4.759833,1.288625
248,1,2,0,0,2.573487,2.091997
330,0,4,5,0,2.569818,2.075796
17721,0,3,3,2,3.981307,1.759897
5032,1,1,4,0,2.78089,2.094955
12653,1,4,5,2,2.656295,1.737171
16526,0,3,2,0,3.926732,0.478385
7723,0,1,4,2,2.793426,2.070307
17782,0,4,1,0,4.691271,1.823355
9798,0,3,3,0,4.34969,2.115312
15342,0,4,1,0,2.798972,2.080441
1519,0,5,5,0,3.448805,1.909184
1376,1,2,2,0,4.731142,1.508926
6169,1,1,2,2,2.913822,1.871933
9591,0,2,0,0,4.194804,1.743069
8685,0,0,2,2,3.353594,3.259755
1694,1,5,1,2,2.60115,2.116246
